emp_no,last_name,first_name,dept_no,dept_name
89710,Dredge,Jingling,d005,Development
89531,Boguraev,Sachem,d005,Development
89532,Siochi,Bodh,d005,Development
89743,Ferriere,Hugo,d005,Development
89537,Tasistro,Gaurav,d005,Development
89859,Lalonde,Guangming,d005,Development
89760,Ducloy,Mandell,d007,Sales
89767,Bonifati,Minghong,d007,Sales
89776,Remmers,Seongbae,d007,Sales
89785,Beerel,Amabile,d005,Development
89795,Kirkerud,Yinlin,d005,Development
89812,Vingron,Boriana,d005,Development
89882,Murrill,Abdulla,d005,Development
89825,Isard,Ingmar,d007,Sales
89885,Zumaque,Supot,d005,Development
89887,Munro,Zhonghui,d007,Sales
89912,Ouhyoung,Dietrich,d005,Development
89915,Lores,Qunsheng,d005,Development
89928,Sambasivam,Gully,d005,Development
90029,Melton,Boaz,d005,Development
89932,Sanella,Kerryn,d005,Development
89949,Talmon,Jaques,d005,Development
90051,Benzmuller,Venkatesan,d007,Sales
90052,Cangellaris,Gill,d007,Sales
90055,Kumaresan,Barna,d005,Development
89957,Sadowski,Tua,d005,Development
90059,Setia,Fumiyo,d005,Development
90122,Halevi,Taisook,d007,Sales
90078,Champarnaud,Susuma,d007,Sales
90080,Taubenfeld,Hyuncheol,d005,Development
90083,Radwan,Toney,d005,Development
90100,Munoz,Xinglin,d005,Development
90125,Reghbati,Shugo,d005,Development
90138,Selvestrel,Shin,d005,Development
90152,Birrer,Chenye,d005,Development
90261,Merle,Rimli,d005,Development
90163,Ghandeharizadeh,Harjit,d005,Development
90277,Alencar,Conor,d005,Development
90284,Sullins,Oguz,d005,Development
90288,Shumilov,Jaideep,d005,Development
90179,Pramanik,Sajjad,d005,Development
90304,Kavvadias,Shigenori,d005,Development
90306,Cangellaris,Gully,d007,Sales
90309,Siegrist,Zengping,d005,Development
90213,Kobara,Kotesh,d005,Development
90329,Renear,Palash,d007,Sales
90353,Cooley,Mingzeng,d005,Development
90256,Brender,Toney,d005,Development
90357,Lunn,Honglan,d005,Development
90390,Kadhim,Marko,d007,Sales
90572,Tokunaga,Naraig,d005,Development
90403,Gilg,Yucel,d007,Sales
90413,Ramamoorthy,Qunsheng,d005,Development
90425,Schrift,Masasuke,d005,Development
90428,Braunschweig,Niranjan,d007,Sales
90603,Birge,Kristine,d005,Development
90471,Pelz,Gao,d005,Development
90497,Dulin,Radoslaw,d007,Sales
90637,Kusakabe,Kauko,d007,Sales
90519,Rodite,Syozo,d007,Sales
90527,Erman,Shuzo,d005,Development
90661,Marquardt,Christ,d005,Development
90687,Limongiello,Babette,d005,Development
90672,Vernadat,Xiaoqiang,d005,Development
90673,Hutton,Younwoo,d005,Development
90680,Nyrup,Frederique,d005,Development
90714,Manderick,Boriana,d007,Sales
90844,Heuter,Nahla,d005,Development
90738,Christianini,Pranav,d005,Development
90748,Giveon,Monique,d007,Sales
90749,Vesna,Martins,d007,Sales
90760,Vingron,Hein,d005,Development
90857,Thisen,Kish,d007,Sales
90765,Neiman,Lein,d005,Development
90771,Luon,Divier,d005,Development
90776,Skrikant,Bouchung,d007,Sales
90862,Billingsley,Masadi,d007,Sales
90793,Acton,Jinpo,d005,Development
90867,Parfitt,Kristin,d005,Development
90880,Einsfeld,Prodip,d007,Sales
90810,Buchter,Barton,d005,Development
90812,Thibadeau,Marie,d007,Sales
90889,Braccini,Berhard,d005,Development
90821,Kadhim,Jingling,d005,Development
90895,Lorch,Guenter,d005,Development
90901,Rousseau,Gudjon,d005,Development
90912,Feldmann,Kazunori,d005,Development
90913,Levergood,Xiahua,d005,Development
90914,Mandell,Danel,d005,Development
90975,Brickell,Dulce,d005,Development
90917,Streit,Alejandra,d005,Development
90931,Rousseau,Sadun,d007,Sales
90993,Benzaken,Masaki,d005,Development
90936,Yavatkar,Xinglin,d007,Sales
91009,Liedekerke,Minghong,d005,Development
90964,Kuszyk,Basil,d005,Development
91018,Binding,Vitali,d005,Development
91024,Kinley,Roddy,d005,Development
91032,Tetzlaff,Karsten,d007,Sales
91113,Begiun,Goncalo,d007,Sales
91058,Litzkow,Weijing,d007,Sales
91139,Quittner,Gererd,d007,Sales
91080,Skogmar,Parviz,d007,Sales
91093,Luders,Josyula,d007,Sales
91150,Schaad,Kwee,d007,Sales
91153,Clouatre,Yefim,d005,Development
91187,Falby,Shigehito,d007,Sales
91265,Ohori,Somnath,d007,Sales
91270,Hiraishi,Xiahua,d005,Development
91280,Conte,Surveyors,d007,Sales
91310,Kakkad,Gaurav,d007,Sales
91314,Fendler,Hilari,d005,Development
91325,Beutelspacher,Phillip,d007,Sales
91341,Fontan,Weiru,d005,Development
91202,Zlotek,Yonghong,d007,Sales
91382,Puppe,Oksana,d007,Sales
91204,Shigei,Wanqing,d005,Development
91225,Mamelak,Pranjal,d007,Sales
91246,Makrucki,Xiaoshan,d005,Development
91553,Wendorf,Arfst,d005,Development
91420,Suppi,Jacqueline,d007,Sales
91426,Sidhu,Alagu,d005,Development
91429,Pollock,Shaunak,d007,Sales
91452,Flasterstein,Nevio,d007,Sales
91563,Munos,Hugh,d005,Development
91475,Raczkowsky,Pranay,d007,Sales
91566,Rohrbach,Hongzue,d007,Sales
91486,Nyanchama,Willard,d005,Development
91589,Kavraki,Jaber,d005,Development
91493,Gien,Filipe,d005,Development
91496,Casperson,Sven,d007,Sales
91500,Kriebel,Bogdan,d005,Development
91506,Isaac,Lillian,d007,Sales
91510,Murthy,Chandrasekaran,d005,Development
91602,Weedman,Jackson,d007,Sales
91517,Hofstetter,Serif,d007,Sales
91521,Murthy,Akeel,d007,Sales
91607,Speckmann,Josyula,d005,Development
91620,McDermid,Jenwei,d005,Development
91637,Menhoudj,Gino,d007,Sales
91688,Veevers,Vishv,d005,Development
91638,Siprelle,Youjian,d005,Development
91656,Collavizza,Clyde,d005,Development
91702,Stanfel,Kensei,d005,Development
91675,Wrigley,Parke,d007,Sales
91720,Suwa,Phillip,d005,Development
91722,Dolinsky,Yonghoan,d005,Development
91820,Hofman,Arunachalam,d005,Development
91756,Vandervoorde,Xiaobin,d007,Sales
91845,Zeidenstein,Caolyn,d005,Development
91774,Pietracaprina,Hugo,d007,Sales
91775,Nishimukai,Kristian,d005,Development
91850,Keirsey,Rasikan,d005,Development
91871,Androutsos,Selwyn,d005,Development
91885,Moehrke,Fai,d005,Development
91888,Werthner,Peer,d005,Development
91891,Peac,Mariusz,d007,Sales
91913,Hofmeyr,Alain,d005,Development
91932,Crooks,Zhenhua,d005,Development
92027,Adachi,Georg,d005,Development
92117,Hammerschmidt,Djelloul,d005,Development
92053,Gonthier,Uri,d005,Development
92054,Cooley,Gonzalo,d005,Development
92063,Olivero,Deniz,d007,Sales
92089,Fiutem,Youjian,d005,Development
92128,Servi,Manton,d005,Development
92135,Kitai,Sakthirel,d005,Development
92136,Kamber,Isaac,d005,Development
92145,Schueller,Marl,d007,Sales
92251,Furudate,Jianhao,d005,Development
92157,Matzel,Ioana,d007,Sales
92262,Imataki,Danae,d005,Development
92266,Polajnar,Tzvetan,d005,Development
92210,Assaf,Kazuhito,d005,Development
92323,Azuma,Florina,d007,Sales
92232,Worfolk,Hilari,d005,Development
92338,Verspoor,Fun,d005,Development
92359,Hanratty,Berto,d007,Sales
92244,Gadepally,Vojin,d007,Sales
92415,Lemarechal,Zorica,d007,Sales
92429,Yurov,Mariusz,d005,Development
92555,Erez,Mabo,d005,Development
92442,Birdsall,Lenore,d005,Development
92563,Ranze,Kensyu,d005,Development
92513,Asrin,Honesty,d005,Development
92592,Lorho,Kirk,d007,Sales
92517,Suessmith,Mamdouh,d005,Development
92829,Kalefeld,Nechama,d005,Development
92690,Yurov,Jackson,d005,Development
92835,Godskesen,Freyja,d005,Development
92842,Lorie,Maris,d005,Development
92870,Imataki,Atilio,d005,Development
92745,Morrin,Haldun,d005,Development
92878,Birjandi,Phule,d007,Sales
92754,Kushnir,Yucai,d007,Sales
92892,Cronau,Eldridge,d005,Development
92764,McFarlan,Zeydy,d005,Development
92770,Braunmuhl,Sudharsan,d005,Development
92898,Ghazalie,Gil,d007,Sales
92907,Marshall,Kazuyasu,d005,Development
92797,Ligten,Shalesh,d007,Sales
92802,Luks,Alair,d007,Sales
92804,Roison,Tonny,d007,Sales
92914,Vecchi,Murthy,d007,Sales
92922,Eiter,Aluzio,d007,Sales
92941,Luit,Jayson,d005,Development
92965,Salinas,Weiye,d007,Sales
93107,Buchter,Martien,d005,Development
92980,Kakkad,Quingbo,d005,Development
92983,Rosca,Masoud,d005,Development
92987,Emden,Kiyotoshi,d007,Sales
93001,Pusterhofer,Kersti,d007,Sales
93130,Neimat,Kwun,d007,Sales
93017,Terkki,Gian,d005,Development
93020,Fraisse,Masako,d005,Development
93037,Gronowski,Martijn,d005,Development
93038,Michaeli,Chenyi,d007,Sales
93150,Papsdorf,Piyush,d007,Sales
93049,Ananiadou,Christoper,d005,Development
93061,Matteis,Cheong,d005,Development
93161,Garrabrants,Giao,d007,Sales
93183,Marzano,Kenton,d005,Development
93080,Heering,Amstein,d007,Sales
93197,Magliocco,Arie,d007,Sales
93203,Zizka,Danel,d007,Sales
93241,Borstler,Juichirou,d007,Sales
93219,Kolinko,Dulce,d005,Development
93254,Cichocki,Shigeo,d007,Sales
93221,McDermid,Sanjit,d007,Sales
93222,Bottner,Amalendu,d005,Development
93224,Gonthier,Shigeo,d005,Development
93389,Hooghiemstra,Sungwon,d005,Development
93299,Swist,Hatsukazu,d005,Development
93302,Porenta,Mohammad,d007,Sales
93314,Beeson,Carrsten,d005,Development
93321,Nivat,Masako,d007,Sales
93329,Anily,Shirish,d007,Sales
93338,Stifter,Shim,d005,Development
93344,Escriba,Bernardo,d007,Sales
93357,Prochazka,Padma,d007,Sales
93366,Schach,Heejo,d007,Sales
93381,Streng,Hercules,d005,Development
93396,Penn,Giap,d005,Development
93399,Bennet,Rosalie,d005,Development
93404,Willoner,Shuzo,d007,Sales
93410,Zastre,Jouni,d005,Development
93412,Sinicrope,Sivanarayana,d007,Sales
93536,Zongker,Zhonghua,d005,Development
93539,Heystek,Stevo,d007,Sales
93416,Flowers,Naftaly,d007,Sales
93426,Kambil,Olivera,d005,Development
93551,Shrader,Sanjay,d007,Sales
93430,Baar,Golgen,d007,Sales
93433,Tchuente,Abdelkader,d007,Sales
93576,Thorensen,Xuedong,d007,Sales
93450,Kieras,Jiakeng,d007,Sales
93492,Yetim,Lenore,d005,Development
93611,Gronowski,Mizuhito,d007,Sales
93634,Chelton,Dietrich,d007,Sales
93493,Byoun,Amstein,d005,Development
93495,Gill,Lunjin,d005,Development
93662,Marwedel,Mong,d007,Sales
93509,Perl,Lijie,d005,Development
93520,Unni,Angel,d007,Sales
93670,Pulkowski,Djelloul,d005,Development
93522,Ventosa,Alselm,d005,Development
93825,Mitsuhashi,Rosella,d005,Development
93682,Mukaidono,Mari,d005,Development
93884,Felder,Yucai,d005,Development
93722,Kavraki,Tetsurou,d007,Sales
93735,Krichel,Bernice,d005,Development
93742,Ushiama,Shay,d007,Sales
93745,Schrooten,Mandell,d005,Development
93763,Jullig,Kazuhisa,d007,Sales
93903,Capobianchi,Filipe,d007,Sales
93798,Azumi,Monique,d005,Development
93915,Waymire,Genevieve,d005,Development
93921,Driscoll,Chuanti,d005,Development
93928,Axelband,Tomoyuki,d007,Sales
93958,Cyre,Morrie,d005,Development
93960,Seghrouchni,Xianlong,d007,Sales
93961,Brickell,Chaitali,d005,Development
93932,Parveen,Giap,d007,Sales
93938,Veeraraghavan,Boutros,d007,Sales
94100,Guardalben,Kwangsub,d005,Development
93989,Strooper,Troy,d007,Sales
93995,Luon,Saeed,d005,Development
93998,Coombs,Freyja,d005,Development
94008,Itzfeldt,Sumali,d007,Sales
94118,Ellozy,Gina,d005,Development
94030,Shobatake,Masato,d005,Development
94032,Katiyar,Jinya,d005,Development
94034,Riesenhuber,Vasilis,d005,Development
94035,Gulik,Zejun,d005,Development
94120,Ohori,Limsoon,d005,Development
94042,Bruckman,Yonghoan,d007,Sales
94126,Kriebel,Elvis,d005,Development
94142,Avouris,Weiyi,d005,Development
94145,Crouzet,Uli,d005,Development
94160,Serdy,Gila,d005,Development
94164,Naumovich,Frazer,d007,Sales
94172,Bage,Ronnie,d007,Sales
94175,Thisen,Shuky,d005,Development
94210,Pouyioutas,Ekawit,d007,Sales
94250,Falby,Jianhao,d007,Sales
94211,Yurov,Martins,d005,Development
94265,Hasenauer,Danny,d005,Development
94229,Thambidurai,Shen,d005,Development
94270,Heuser,Serge,d005,Development
94285,Munro,Goa,d005,Development
94382,Eugenio,Bogdan,d005,Development
94287,Buchter,Kiyokazu,d007,Sales
94299,Chenney,Collette,d005,Development
94309,Zobel,Tomoyuki,d005,Development
94405,Escriba,Ramalingam,d007,Sales
94320,Papsdorf,Kirk,d005,Development
94332,Sudbeck,Teiji,d007,Sales
94410,Schieder,Iara,d007,Sales
94341,Serre,Bokyung,d005,Development
94425,Nergos,Kersti,d007,Sales
94342,Demizu,Ramalingam,d005,Development
94462,Lukaszewicz,Sadegh,d007,Sales
94480,Majewski,Remzi,d005,Development
94666,Denti,Gudjon,d005,Development
94546,Kieras,Arnd,d005,Development
94582,Baar,Willard,d005,Development
94589,Heusch,Sibyl,d005,Development
94596,Biros,Nahid,d005,Development
94603,Kuszyk,Fox,d005,Development
94680,Baja,Teruyuki,d007,Sales
94681,Clemencon,Nigel,d005,Development
94710,Schrooten,Anneke,d005,Development
94658,Kaelbling,Basil,d007,Sales
94732,Eiter,Heping,d005,Development
94735,Peak,Rosine,d005,Development
94749,Schlenzig,Brewster,d007,Sales
94815,Dusink,Kwun,d005,Development
94818,Perly,Yuuichi,d007,Sales
94775,Kilgore,Moie,d007,Sales
94833,Kleiser,Miyeon,d007,Sales
94777,Clemencon,Zongyan,d005,Development
94849,Koshino,Shao,d005,Development
94987,Berendt,Kazuhira,d005,Development
94864,Cronin,Boriana,d005,Development
94870,Sherertz,Zhilian,d005,Development
94871,Chenney,Kasidit,d007,Sales
94913,Swen,Rayond,d005,Development
94914,Preusig,Ranan,d007,Sales
94998,Koblitz,Goh,d005,Development
94920,Birrer,Gretta,d005,Development
95277,Gist,Gina,d005,Development
95133,Strandh,Shiv,d005,Development
95278,Seghrouchni,Roselyn,d005,Development
95281,Savasere,Kensyu,d007,Sales
95285,Muhling,Dipayan,d005,Development
95223,Quittner,Torsten,d005,Development
95294,Bain,Dulce,d005,Development
95376,Docker,Vishu,d005,Development
95393,Magliocco,Udaiprakash,d005,Development
95403,Hiyoshi,Dannz,d005,Development
95405,Ellozy,Phillip,d007,Sales
95317,Rosis,Srinidhi,d007,Sales
95420,Tyugu,Shmuel,d005,Development
95428,Conde,Shuzo,d007,Sales
95322,Demizu,Remzi,d007,Sales
95323,Makinen,Patricia,d005,Development
95346,Heering,Jouko,d007,Sales
95470,Gajiwala,Roddy,d007,Sales
95472,Nitta,Martijn,d005,Development
95473,Wallrath,Roselyn,d005,Development
95362,Zyda,Yonghong,d007,Sales
95365,Sichman,Xuejia,d005,Development
95503,Pulkowski,Pranay,d005,Development
95505,Cooley,Tsz,d007,Sales
95366,Gadepally,Hyuncheol,d007,Sales
95510,Christ,Mototsugu,d005,Development
95662,Spell,Martien,d005,Development
95670,Krybus,Shaleah,d007,Sales
95696,Schaft,Akemi,d005,Development
95541,Whitcomb,Chinho,d005,Development
95549,Sooriamurthi,Arun,d007,Sales
95558,Etalle,Vasiliy,d005,Development
95703,Mateescu,Goh,d005,Development
95714,Kaiserswerth,Doohun,d005,Development
95736,Glinert,Nahum,d005,Development
95601,Guting,Vincent,d007,Sales
95739,Syang,Lubomir,d007,Sales
95943,Luit,Guozhong,d007,Sales
95639,Schapire,Maja,d007,Sales
95647,Cheshire,Francoise,d005,Development
95808,Kobara,Zengping,d007,Sales
95947,Stenning,Carrsten,d005,Development
95820,Perri,Hyuckchul,d005,Development
95992,Jenevein,Hirochika,d005,Development
95822,Teitelbaum,Divine,d005,Development
95853,Flasterstein,Manton,d005,Development
95999,Murillo,Owen,d007,Sales
95883,Koshiba,Eirik,d007,Sales
96016,Falco,Giao,d005,Development
95890,Baba,Leni,d005,Development
95891,Mondadori,Jinya,d005,Development
95902,Mikschl,Adin,d007,Sales
96059,Mandell,Valter,d005,Development
96278,Deyuan,Dipankar,d007,Sales
96084,Piazza,Hauke,d007,Sales
96099,Ritzmann,Roded,d005,Development
96107,Geffroy,Luise,d005,Development
96108,Krychniak,Hatsukazu,d005,Development
96109,Chappelet,Jasminko,d007,Sales
96122,Onuegbe,Muzhong,d007,Sales
96129,Alvarado,Aloys,d005,Development
96132,Wroclawski,Sachem,d005,Development
96138,Ghalwash,Lidong,d005,Development
96293,Brender,Vidar,d005,Development
96161,Riesenhuber,Hugh,d005,Development
96162,Dehkordi,Tokuyasu,d005,Development
96169,Bharadwaj,Roselyn,d005,Development
96311,Riesenhuber,Candido,d005,Development
96196,Zambonelli,Berthier,d005,Development
96314,Birjandi,Anneke,d007,Sales
96197,Himler,Yechiam,d005,Development
96200,Sudkamp,Udaiprakash,d007,Sales
96324,Bharadwaj,Alejandro,d005,Development
96201,Guting,Suvo,d005,Development
96346,Pettis,Gian,d005,Development
96521,Imataki,Gro,d007,Sales
96556,Penn,Guttorm,d007,Sales
96432,Raoux,Taisook,d005,Development
96560,Kushner,Parto,d005,Development
96562,Ghemri,Abdulah,d007,Sales
96609,Kemmerer,Bowen,d005,Development
96495,Navazio,Kerryn,d005,Development
96617,Peak,Shirish,d007,Sales
96630,Porenta,Danai,d007,Sales
96648,Perez,Josyula,d007,Sales
96673,Oxman,Hironobu,d005,Development
96844,Maliniak,Tommaso,d005,Development
96682,Schapire,Pasqua,d005,Development
96689,Roohalamini,Emdad,d005,Development
96704,Koshino,Baziley,d005,Development
96719,Detkin,Maren,d007,Sales
96720,Merlo,Arie,d005,Development
96846,Merel,Tran,d007,Sales
96753,Giveon,Claude,d007,Sales
96853,Rissanen,Maha,d005,Development
96865,Ulupinar,Josyula,d005,Development
96766,Trachtenberg,Van,d005,Development
96769,Parascandalo,Arun,d007,Sales
96770,Solovay,Shirish,d007,Sales
96872,Munke,Nadjib,d005,Development
96897,Willoner,Xiaobin,d005,Development
96900,Solovay,Dekang,d005,Development
96902,Ozeki,Khalil,d007,Sales
96907,Hiraishi,Masamitsu,d007,Sales
96958,Shihab,Shaowen,d007,Sales
96911,Jeansoulin,Hirochika,d007,Sales
96921,Waymire,Along,d005,Development
96969,Fraisse,Chinhyun,d007,Sales
96977,Pavlopoulou,Mabo,d005,Development
97077,Fontan,Subbu,d005,Development
96989,Shobatake,Youpyo,d007,Sales
97026,Poulakidas,Aimee,d007,Sales
97099,Kaiserswerth,Chinya,d005,Development
97123,Suppi,Basim,d005,Development
97126,Heyers,Nitsan,d005,Development
97135,Underwood,Mechthild,d007,Sales
97136,Clouatre,Bartek,d005,Development
97194,Ozery,Dannz,d005,Development
97221,Anick,Martina,d007,Sales
97225,Erez,Adam,d005,Development
97240,Krogh,Yongmin,d007,Sales
97262,Esteva,Miomir,d005,Development
97264,Roisin,Ennio,d005,Development
97208,Gelosh,Leif,d005,Development
97287,Rajala,Chanjung,d005,Development
97428,Sankaranarayanan,Rildo,d005,Development
97315,Hoogerwoord,Hironoby,d005,Development
97340,Hiyoshi,Vishu,d007,Sales
97508,Garnier,Pantung,d007,Sales
97466,Marwedel,Valdiodio,d007,Sales
97516,Gente,Badri,d005,Development
97523,Suppi,Bikash,d007,Sales
97525,Krider,Shih,d005,Development
97571,Itzigehl,Guoxiang,d005,Development
97575,Maksimenko,Nahum,d005,Development
97577,Perna,Masato,d007,Sales
97586,Tsukuda,Wonhee,d005,Development
97468,Barvinok,Ramalingam,d007,Sales
97492,Schnabel,Dante,d007,Sales
97628,Luck,Xiaobin,d005,Development
97796,Schoegge,Jacopo,d005,Development
97648,Kornyak,Suvo,d007,Sales
97654,Wynblatt,Martijn,d007,Sales
97666,Alencar,Spyrose,d007,Sales
97808,Bolotov,Dharmaraja,d007,Sales
97677,Poulakidas,Taegyun,d007,Sales
97810,Goodrum,Saeko,d005,Development
97843,Lenart,Barna,d005,Development
97694,Cummings,Girolamo,d005,Development
97695,Fendler,Sreekrishna,d007,Sales
97848,Unni,Takanari,d007,Sales
97723,Mapelli,Gou,d007,Sales
97724,Pezzoli,Jagoda,d005,Development
97726,Veevers,Guther,d007,Sales
97866,Chandrasekhar,Tse,d005,Development
97745,Heijenga,Aleksandar,d007,Sales
97870,Socorro,Leah,d007,Sales
97755,DeMori,Zhongwei,d005,Development
97885,Edelhoff,Seshu,d007,Sales
97886,Chartres,Mario,d005,Development
97770,Keustermans,Horward,d007,Sales
97775,Mahmud,Maren,d005,Development
97913,Staylopatis,Saeko,d005,Development
97781,Neimat,Divine,d007,Sales
97918,Pollacia,Adel,d007,Sales
98098,Eterovic,Feipei,d005,Development
97938,Plavsic,Aiichiro,d007,Sales
97948,Geffroy,Henk,d005,Development
97956,Suessmith,Hinrich,d005,Development
98105,Potthoff,Hausi,d005,Development
97985,Botman,Dekang,d005,Development
98125,VanScheik,Subir,d005,Development
98017,Gils,Sachio,d007,Sales
98018,Pileggi,Yongdong,d007,Sales
98128,Ambroszkiewicz,Kazuhisa,d007,Sales
98145,Schlegelmilch,Ziyad,d005,Development
98038,Peron,Mack,d005,Development
98169,Luft,Bedrich,d007,Sales
98052,Binding,JoAnne,d005,Development
98054,Conry,Berry,d005,Development
98060,Speckmann,Tzvetan,d007,Sales
98063,Rusterholz,Danco,d005,Development
98072,Merro,Luerbio,d005,Development
98171,Busillo,Jaroslava,d005,Development
98173,Ambroszkiewicz,Irena,d007,Sales
98183,Besselaar,Masami,d007,Sales
98192,Murtagh,Sumali,d005,Development
98199,Felcyn,Sadun,d007,Sales
98236,Talmor,Shen,d005,Development
98241,Kroha,Felicidad,d005,Development
98212,Slutz,Sham,d005,Development
98247,Skafidas,Shakhar,d005,Development
98253,Homond,Pragnesh,d005,Development
98358,Aingworth,Basim,d005,Development
98269,Ghazalie,Vasilii,d005,Development
98270,Kawashimo,Kinh,d007,Sales
98377,Flanders,Steve,d007,Sales
98285,Piancastelli,Georg,d005,Development
98305,Stranks,Yongmao,d005,Development
98394,Anick,Berthier,d005,Development
98307,Leijenhorst,Douadi,d007,Sales
98317,Vieri,Domenico,d005,Development
98323,Ponthieu,Amalendu,d005,Development
98430,Langford,Fay,d005,Development
98338,Taneja,Guenter,d005,Development
98458,Pollock,Oguz,d005,Development
98518,Rahimi,Gad,d005,Development
98478,Heystek,Baruch,d005,Development
98536,Figueira,Francesca,d005,Development
98485,Homond,Chiradeep,d007,Sales
98558,Llado,Valery,d005,Development
98497,Cannata,Jianhao,d005,Development
98663,Segond,Serenella,d007,Sales
98586,Steenbeek,Kauko,d005,Development
98680,Tchuente,Serge,d005,Development
98619,Debuse,Sham,d005,Development
98628,Bahl,Radhika,d005,Development
98697,Harbusch,JiYoung,d007,Sales
98713,Luit,Stabislas,d007,Sales
98725,Kaminger,Gill,d005,Development
98805,Demizu,Junichi,d005,Development
98807,Hanratty,Aloys,d007,Sales
98753,Murillo,Franziska,d007,Sales
98813,Peck,Surveyors,d005,Development
98838,Deville,Kazuhito,d005,Development
98766,Buchter,Gretta,d005,Development
98850,Picco,Augustine,d005,Development
98854,Garrabrants,Kotesh,d005,Development
98768,Iacovou,Valery,d005,Development
98944,Erbe,Guiseppe,d005,Development
98905,Negoita,Nikolaos,d005,Development
98958,Denos,Jaideep,d007,Sales
98973,Quittner,Aemilian,d005,Development
98977,Alameldin,Richara,d005,Development
99071,Luders,Niranjan,d005,Development
98987,Suermann,Dipayan,d005,Development
98992,Heping,Gonzalo,d005,Development
99097,Munawer,Toshiki,d005,Development
98996,Kalloufi,Parke,d007,Sales
99013,Cools,Tsz,d005,Development
99122,Schwabacher,Tooru,d005,Development
99014,Siprelle,Adly,d007,Sales
99023,Kusakabe,Gill,d007,Sales
99026,Broomell,Zhongwei,d007,Sales
99153,Montresor,Maik,d005,Development
99040,Kalorkoti,Danil,d007,Sales
99173,Engberts,Evgueni,d005,Development
99050,Krichel,Stevo,d007,Sales
99061,Gustavson,Arco,d005,Development
99208,Bernick,Mokhtar,d005,Development
99371,Vuskovic,Tokuyasu,d005,Development
99210,Morrin,Irene,d005,Development
99221,Fiebach,Masamitsu,d007,Sales
99376,Blokdijk,Olivera,d005,Development
99226,Pehl,Mario,d005,Development
99231,Wielonsky,Nahla,d005,Development
99269,Gien,Leaf,d005,Development
99272,Birge,Yuriy,d007,Sales
99290,Basagni,Youssef,d005,Development
99296,Kushner,Jaewoo,d007,Sales
99297,Erman,Xinan,d005,Development
99390,Potthoff,Cristinel,d005,Development
99299,Claffy,Sachem,d005,Development
99307,Thibadeau,Moto,d007,Sales
99313,Caine,Masasuke,d005,Development
99400,Decaestecker,Hitomi,d007,Sales
99408,Roisin,Idoia,d005,Development
99431,Kusalik,Prodip,d007,Sales
99438,Prochazka,Vidar,d007,Sales
99495,Alblas,Tayeb,d007,Sales
99443,Woycyznski,Zita,d007,Sales
99451,Riexinger,Guenter,d007,Sales
99527,Duclos,Feipei,d005,Development
99456,Verspoor,Lech,d005,Development
99532,Picco,Percy,d007,Sales
99473,Servi,Jaihie,d005,Development
99550,Hebert,Tsvetan,d007,Sales
99481,Akaboshi,Arnd,d007,Sales
99567,Oberman,Christfried,d005,Development
99643,Babu,Beshir,d007,Sales
99571,Slobodova,Rajmohan,d005,Development
99583,Schmittgen,Holgard,d005,Development
99585,Kropp,Khoa,d005,Development
99592,Rubsam,Jayson,d007,Sales
99649,Berstel,Danny,d005,Development
99608,Paludetto,Baruch,d005,Development
99655,Borovoy,Elvis,d005,Development
99622,Taneja,Etsuo,d005,Development
99671,Leppanen,Tsuneo,d007,Sales
99681,Tramer,Henk,d007,Sales
99703,Berstel,Manton,d005,Development
99779,Taubenfeld,Rasiah,d005,Development
99792,Calkin,Kensyu,d007,Sales
99794,Garnick,Kristin,d005,Development
99716,Casperson,Luerbio,d007,Sales
99804,Benner,Abdelghani,d005,Development
99719,Ramamoorthy,Sreekrishna,d007,Sales
99823,Chiodo,Yoshinari,d005,Development
99729,Porenta,Dmitri,d007,Sales
99833,Tsukuda,Alagu,d005,Development
99740,Wiegley,Adly,d007,Sales
99845,Matheson,Ebru,d005,Development
99860,Homond,Mitchel,d005,Development
99769,Winter,Xinyu,d007,Sales
99876,Angiulli,Zhonghui,d005,Development
99883,Linares,Dulce,d005,Development
99771,Lund,Gudjon,d005,Development
99895,Feldmann,Olivera,d005,Development
99775,Denis,Shigeaki,d007,Sales
99932,Terwilliger,Eishiro,d005,Development
99966,Ferretti,Masali,d007,Sales
99972,Schaaf,Jaana,d007,Sales
100101,Egerstedt,Shakhar,d005,Development
99989,Docker,Divine,d005,Development
100108,Underwood,Kwangho,d007,Sales
100008,Selvestrel,Otmar,d005,Development
100137,Bail,Seongbae,d005,Development
100138,Prenel,Changho,d005,Development
100142,Isard,Terresa,d007,Sales
100146,Woycyznski,Nalini,d005,Development
100013,Bernardinello,Gunilla,d005,Development
100158,Falby,Ayakannu,d005,Development
100023,Emiris,Boutros,d005,Development
100159,Boudaillier,Sakthirel,d005,Development
100169,Angot,Ingmar,d005,Development
100024,Pelz,Godehard,d007,Sales
100175,Maginnis,Willard,d005,Development
100042,Turnbull,Raimond,d007,Sales
100180,Lichtner,Ohad,d005,Development
100046,Jumpertz,Jayson,d005,Development
100347,Gajiwala,Otmar,d007,Sales
100206,Wrigley,Arumugam,d005,Development
100349,Jarecki,Gianluca,d005,Development
100358,Falby,Lucian,d005,Development
100382,Wynblatt,Mariangiola,d005,Development
100246,Jording,Berna,d007,Sales
100257,Poulakidas,Mahmut,d005,Development
100259,Laurillard,Jiang,d005,Development
100264,Hegner,Jaroslava,d005,Development
